t_s,i_amps,setpoint_amps
9.5232e-05,-0.0457763671875,-0.00762939453125
9.6256e-05,0.0,-0.00762939453125
9.728e-05,-0.00762939453125,-0.00762939453125
9.8304e-05,0.0,0.0
9.9328e-05,-0.00762939453125,-0.00762939453125
0.000100352,0.00762939453125,-0.00762939453125
0.000101376,-0.02288818359375,-0.00762939453125
0.0001024,0.00762939453125,-0.00762939453125
0.000103424,0.00762939453125,-0.00762939453125
0.000104448,0.0152587890625,-0.00762939453125
0.000105472,-0.00762939453125,-0.00762939453125
0.000106496,0.030517578125,-0.00762939453125
0.00010752,-0.00762939453125,-0.00762939453125
0.000108544,0.0,-0.00762939453125
0.000109568,-0.00762939453125,-0.00762939453125
0.000110592,-0.02288818359375,-0.00762939453125
0.000111616,-0.00762939453125,-0.00762939453125
0.00011264,-0.00762939453125,-0.00762939453125
0.000113664,-0.0152587890625,-0.00762939453125
0.000114688,0.0152587890625,-0.00762939453125
0.000115712,-0.030517578125,-0.00762939453125
0.000116736,0.030517578125,-0.00762939453125
0.00011776,-0.00762939453125,-0.00762939453125
0.000118784,0.0152587890625,-0.00762939453125
0.000119808,-0.0152587890625,-0.00762939453125
0.000120832,0.02288818359375,-0.00762939453125
0.000121856,-0.00762939453125,-0.00762939453125
0.00012288,0.0,0.0
0.000123904,-0.0152587890625,-0.00762939453125
0.000124928,-0.02288818359375,-0.00762939453125
0.000125952,-0.030517578125,-0.00762939453125
0.000126976,0.00762939453125,-0.00762939453125
0.000128,-0.00762939453125,-0.00762939453125
0.000129024,0.00762939453125,-0.00762939453125
0.000130048,0.00762939453125,-0.00762939453125
0.000131072,-0.00762939453125,-0.00762939453125
0.000132096,0.00762939453125,-0.00762939453125
0.00013312,-0.00762939453125,-0.00762939453125
0.000134144,0.0152587890625,-0.00762939453125
0.000135168,-0.0152587890625,-0.00762939453125
0.000136192,0.0152587890625,-0.00762939453125
0.000137216,-0.00762939453125,0.0
0.00013824,-0.0152587890625,-0.00762939453125
0.000139264,-0.02288818359375,-0.00762939453125
0.000140288,-0.03814697265625,-0.00762939453125
0.000141312,0.0,-0.00762939453125
0.000142336,-0.0152587890625,-0.00762939453125
0.00014336,-0.00762939453125,-0.00762939453125
0.000144384,0.0,-0.00762939453125
0.000145408,0.00762939453125,-0.00762939453125
0.000146432,0.0152587890625,-0.00762939453125
0.000147456,-0.00762939453125,-0.00762939453125
0.00014848,0.00762939453125,-0.00762939453125
0.000149504,-0.00762939453125,-0.00762939453125
0.000150528,0.0152587890625,-0.00762939453125
0.000151552,-0.02288818359375,-0.00762939453125
0.000152576,-0.00762939453125,-0.00762939453125
0.0001536,-0.02288818359375,-0.00762939453125
0.000154624,-0.03814697265625,-0.00762939453125
0.000155648,-0.02288818359375,-0.00762939453125
0.000156672,0.0,-0.00762939453125
0.000157696,-0.00762939453125,-0.00762939453125
0.00015872,-0.0152587890625,-0.00762939453125
0.000159744,0.00762939453125,-0.00762939453125
0.000160768,0.0,-0.00762939453125
0.000161792,0.00762939453125,-0.00762939453125
0.000162816,0.0152587890625,-0.00762939453125
0.00016384,0.00762939453125,-0.00762939453125
0.000164864,0.0152587890625,-0.00762939453125
0.000165888,-0.00762939453125,-0.00762939453125
0.000166912,0.02288818359375,-0.00762939453125
0.000167936,-0.02288818359375,-0.00762939453125
0.00016896,0.0152587890625,-0.00762939453125
0.000169984,-0.0457763671875,-0.00762939453125
0.000171008,-0.00762939453125,-0.00762939453125
0.000172032,0.0,-0.00762939453125
0.000173056,0.00762939453125,0.0
0.00017408,0.0,-0.00762939453125
0.000175104,0.0,-0.00762939453125
0.000176128,0.0152587890625,-0.00762939453125
0.000177152,-0.0152587890625,-0.00762939453125
0.000178176,0.0152587890625,-0.00762939453125
0.0001792,-0.0152587890625,-0.00762939453125
0.000180224,0.0152587890625,-0.00762939453125
0.000181248,-0.0152587890625,-0.00762939453125
0.000182272,0.00762939453125,-0.00762939453125
0.000183296,0.00762939453125,-0.00762939453125
0.00018432,-0.0457763671875,-0.00762939453125
0.000185344,-0.00762939453125,-0.00762939453125
0.000186368,-0.030517578125,-0.00762939453125
0.000187392,0.02288818359375,-0.00762939453125
0.000188416,-0.030517578125,-0.00762939453125
0.00018944,0.0152587890625,-0.00762939453125
0.000190464,-0.00762939453125,0.0
0.000191488,0.00762939453125,-0.00762939453125
0.000192512,0.0152587890625,-0.00762939453125
0.000193536,0.0,-0.00762939453125
0.00019456,0.0152587890625,-0.00762939453125
0.000195584,-0.00762939453125,-0.00762939453125
0.000196608,0.00762939453125,-0.00762939453125
0.000197632,-0.0152587890625,0.0
0.000198656,-0.02288818359375,-0.00762939453125
0.00019968,0.0152587890625,-0.00762939453125
0.000200704,-0.0457763671875,0.0
0.000201728,0.0,-0.00762939453125
0.000202752,-0.0152587890625,-0.00762939453125
0.000203776,-0.00762939453125,-0.00762939453125
0.0002048,-0.00762939453125,-0.00762939453125
0.000205824,0.00762939453125,-0.00762939453125
0.000206848,0.0,-0.00762939453125
0.000207872,0.030517578125,-0.00762939453125
0.000208896,0.0,-0.00762939453125
0.00020992,0.00762939453125,-0.00762939453125
0.000210944,0.0,-0.00762939453125
0.000211968,0.0,-0.00762939453125
0.000212992,-0.0152587890625,-0.00762939453125
0.000214016,-0.02288818359375,-0.00762939453125
0.00021504,-0.03814697265625,-0.00762939453125
0.000216064,0.00762939453125,-0.00762939453125
0.000217088,-0.03814697265625,-0.00762939453125
0.000218112,0.02288818359375,-0.00762939453125
0.000219136,-0.0152587890625,-0.00762939453125
0.00022016,0.0,-0.00762939453125
0.000221184,0.00762939453125,-0.00762939453125
0.000222208,0.00762939453125,-0.00762939453125
0.000223232,-0.02288818359375,-0.00762939453125
0.000224256,0.02288818359375,-0.00762939453125
0.00022528,-0.00762939453125,-0.00762939453125
0.000226304,0.0,-0.00762939453125
0.000227328,0.0152587890625,-0.00762939453125
0.000228352,-0.030517578125,-0.00762939453125
0.000229376,0.02288818359375,-0.00762939453125
0.0002304,-0.030517578125,-0.00762939453125
0.000231424,0.0,-0.00762939453125
0.000232448,-0.00762939453125,-0.00762939453125
0.000233472,-0.0152587890625,-0.00762939453125
0.000234496,0.00762939453125,-0.00762939453125
0.00023552,-0.0152587890625,-0.00762939453125
0.000236544,-0.00762939453125,-0.00762939453125
0.000237568,0.00762939453125,-0.00762939453125
0.000238592,0.00762939453125,-0.00762939453125
0.000239616,0.0,-0.00762939453125
0.00024064,0.00762939453125,-0.00762939453125
0.000241664,-0.0152587890625,0.0
0.000242688,-0.00762939453125,-0.00762939453125
0.000243712,0.0,-0.00762939453125
0.000244736,0.0,-0.00762939453125
0.00024576,-0.00762939453125,-0.00762939453125
0.000246784,-0.02288818359375,-0.00762939453125
0.000247808,-0.02288818359375,-0.00762939453125
0.000248832,-0.0152587890625,-0.00762939453125
0.000249856,-0.02288818359375,0.0
0.00025088,0.0152587890625,-0.00762939453125
0.000251904,-0.030517578125,-0.00762939453125
0.000252928,0.030517578125,-0.00762939453125
0.000253952,-0.02288818359375,-0.00762939453125
0.000254976,0.00762939453125,-0.00762939453125
0.000256,0.02288818359375,-0.00762939453125
0.000257024,-0.02288818359375,-0.00762939453125
0.000258048,0.030517578125,-0.00762939453125
0.000259072,-0.0152587890625,-0.00762939453125
0.000260096,0.00762939453125,-0.00762939453125
0.00026112,0.0152587890625,-0.00762939453125
0.000262144,-0.030517578125,-0.00762939453125
0.000263168,0.00762939453125,-0.00762939453125
0.000264192,-0.02288818359375,-0.00762939453125
0.000265216,-0.02288818359375,-0.00762939453125
0.00026624,0.0152587890625,-0.00762939453125
0.000267264,-0.02288818359375,-0.00762939453125
0.000268288,-0.00762939453125,-0.00762939453125
0.000269312,-0.00762939453125,-0.00762939453125
0.000270336,0.0,-0.00762939453125
0.00027136,0.0,-0.00762939453125
0.000272384,-0.00762939453125,-0.00762939453125
0.000273408,0.00762939453125,-0.00762939453125
0.000274432,-0.00762939453125,-0.00762939453125
0.000275456,0.0152587890625,-0.00762939453125
0.00027648,-0.00762939453125,0.0
0.000277504,-0.00762939453125,0.0
0.000278528,-0.02288818359375,-0.00762939453125
0.000279552,-0.02288818359375,-0.00762939453125
0.000280576,0.0152587890625,-0.00762939453125
0.0002816,-0.030517578125,-0.00762939453125
0.000282624,0.030517578125,-0.00762939453125
0.000283648,-0.02288818359375,-0.00762939453125
0.000284672,0.0152587890625,-0.00762939453125
0.000285696,-0.030517578125,-0.00762939453125
0.00028672,0.0152587890625,-0.00762939453125
0.000287744,0.0,-0.00762939453125
0.000288768,0.00762939453125,-0.00762939453125
0.000289792,0.00762939453125,-0.00762939453125
0.000290816,0.00762939453125,-0.00762939453125
0.00029184,0.0,-0.00762939453125
0.000292864,-0.00762939453125,-0.00762939453125
0.000293888,-0.030517578125,-0.00762939453125
0.000294912,0.0,-0.00762939453125
0.000295936,-0.0152587890625,-0.00762939453125
0.00029696,-0.0152587890625,-0.00762939453125
0.000297984,-0.0152587890625,-0.00762939453125
0.000299008,-0.00762939453125,-0.00762939453125
0.000300032,-0.00762939453125,-0.00762939453125
0.000301056,0.00762939453125,-0.00762939453125
0.00030208,0.0152587890625,-0.00762939453125
0.000303104,-0.0152587890625,-0.00762939453125
0.000304128,0.00762939453125,-0.00762939453125
0.000305152,0.00762939453125,-0.00762939453125
0.000306176,-0.030517578125,-0.00762939453125
0.0003072,0.00762939453125,-0.00762939453125
0.000308224,-0.02288818359375,-0.00762939453125
0.000309248,-0.030517578125,-0.00762939453125
0.000310272,0.00762939453125,-0.00762939453125
0.000311296,-0.00762939453125,-0.00762939453125
0.00031232,0.00762939453125,-0.00762939453125
0.000313344,0.0,-0.00762939453125
0.000314368,-0.00762939453125,-0.00762939453125
0.000315392,0.00762939453125,-0.00762939453125
0.000316416,0.0152587890625,-0.00762939453125
0.00031744,-0.030517578125,-0.00762939453125
0.000318464,0.030517578125,-0.00762939453125
0.000319488,-0.0152587890625,-0.00762939453125
0.000320512,0.0152587890625,-0.00762939453125
0.000321536,-0.0152587890625,-0.00762939453125
0.00032256,0.00762939453125,-0.00762939453125
0.000323584,-0.00762939453125,-0.00762939453125
0.000324608,-0.00762939453125,-0.00762939453125
0.000325632,-0.02288818359375,-0.00762939453125
0.000326656,0.0,-0.00762939453125
0.00032768,-0.00762939453125,-0.00762939453125
0.000328704,-0.00762939453125,-0.00762939453125
0.000329728,0.00762939453125,-0.00762939453125
0.000330752,-0.00762939453125,-0.00762939453125
0.000331776,0.00762939453125,-0.00762939453125
0.0003328,0.0,-0.00762939453125
0.000333824,-0.00762939453125,-0.00762939453125
0.000334848,0.0152587890625,-0.00762939453125
0.000335872,-0.0152587890625,-0.00762939453125
0.000336896,0.00762939453125,-0.00762939453125
0.00033792,-0.0152587890625,-0.00762939453125
0.000338944,0.00762939453125,-0.00762939453125
0.000339968,-0.00762939453125,-0.00762939453125
0.000340992,-0.00762939453125,-0.00762939453125
0.000342016,-0.02288818359375,-0.00762939453125
0.00034304,-0.02288818359375,-0.00762939453125
0.000344064,-0.00762939453125,-0.00762939453125
0.000345088,0.00762939453125,-0.00762939453125
0.000346112,-0.03814697265625,-0.00762939453125
0.000347136,0.0152587890625,-0.00762939453125
0.00034816,-0.00762939453125,-0.00762939453125
0.000349184,0.0,-0.00762939453125
0.000350208,0.0152587890625,-0.00762939453125
0.000351232,-0.0152587890625,-0.00762939453125
0.000352256,0.0,-0.00762939453125
0.00035328,0.0152587890625,-0.00762939453125
0.000354304,-0.0152587890625,-0.00762939453125
0.000355328,-0.0152587890625,-0.00762939453125
0.000356352,-0.0152587890625,-0.00762939453125
0.000357376,-0.02288818359375,-0.00762939453125
0.0003584,0.0152587890625,-0.00762939453125
0.000359424,-0.030517578125,-0.00762939453125
0.000360448,0.030517578125,-0.00762939453125
0.000361472,-0.0152587890625,-0.00762939453125
0.000362496,0.0,-0.00762939453125
0.00036352,0.0,-0.00762939453125
0.000364544,0.0,-0.00762939453125
0.000365568,0.0152587890625,-0.00762939453125
0.000366592,-0.0152587890625,-0.00762939453125
0.000367616,0.00762939453125,-0.00762939453125
0.00036864,-0.00762939453125,-0.00762939453125
0.000369664,-0.00762939453125,-0.00762939453125
0.000370688,-0.030517578125,-0.00762939453125
0.000371712,-0.00762939453125,-0.00762939453125
0.000372736,-0.02288818359375,-0.00762939453125
0.00037376,0.00762939453125,-0.00762939453125
0.000374784,0.0,-0.00762939453125
0.000375808,0.0,-0.00762939453125
0.000376832,0.0,-0.00762939453125
0.000377856,0.0,-0.00762939453125
0.00037888,0.00762939453125,-0.00762939453125
0.000379904,0.0152587890625,-0.00762939453125
0.000380928,-0.0152587890625,-0.00762939453125
0.000381952,0.0,-0.00762939453125
0.000382976,0.0,-0.00762939453125
0.000384,0.00762939453125,-0.00762939453125
0.000385024,0.0,-0.00762939453125
0.000386048,0.0,-0.00762939453125
0.000387072,-0.02288818359375,-0.00762939453125
0.000388096,-0.030517578125,-0.00762939453125
0.00038912,-0.00762939453125,-0.00762939453125
0.000390144,-0.02288818359375,-0.00762939453125
0.000391168,0.0152587890625,-0.00762939453125
0.000392192,-0.02288818359375,-0.00762939453125
0.000393216,-0.0152587890625,-0.00762939453125
0.00039424,0.0,-0.00762939453125
0.000395264,0.00762939453125,-0.00762939453125
0.000396288,0.02288818359375,-0.00762939453125
0.000397312,-0.02288818359375,-0.00762939453125
0.000398336,0.0457763671875,-0.00762939453125
0.00039936,-0.030517578125,-0.00762939453125
0.000400384,0.0457763671875,-0.00762939453125
0.000401408,-0.05340576171875,-0.00762939453125
0.000402432,0.0,-0.00762939453125
0.000403456,-0.00762939453125,-0.00762939453125
0.00040448,-0.02288818359375,-0.00762939453125
0.000405504,0.00762939453125,-0.00762939453125
0.000406528,0.0,-0.00762939453125
0.000407552,0.0152587890625,-0.00762939453125
0.000408576,-0.02288818359375,-0.00762939453125
0.0004096,0.02288818359375,-0.00762939453125
0.000410624,-0.0152587890625,-0.00762939453125
0.000411648,0.0,-0.00762939453125
0.000412672,0.0152587890625,-0.00762939453125
0.000413696,-0.030517578125,-0.00762939453125
0.00041472,0.02288818359375,-0.00762939453125
0.000415744,-0.02288818359375,-0.00762939453125
0.000416768,0.0,-0.00762939453125
0.000417792,0.00762939453125,-0.00762939453125
0.000418816,0.0,-0.00762939453125
0.00041984,-0.02288818359375,-0.00762939453125
0.000420864,-0.0152587890625,-0.00762939453125
0.000421888,-0.0152587890625,-0.00762939453125
0.000422912,-0.00762939453125,-0.00762939453125
0.000423936,0.0,-0.00762939453125
0.00042496,0.0,-0.00762939453125
0.000425984,0.0,-0.00762939453125
0.000427008,0.0,-0.00762939453125
0.000428032,0.0152587890625,-0.00762939453125
0.000429056,-0.0152587890625,-0.00762939453125
0.00043008,0.0152587890625,-0.00762939453125
0.000431104,-0.00762939453125,-0.00762939453125
0.000432128,0.00762939453125,-0.00762939453125
0.000433152,0.00762939453125,-0.00762939453125
0.000434176,-0.00762939453125,-0.00762939453125
0.0004352,-0.00762939453125,-0.00762939453125
0.000436224,-0.0152587890625,-0.00762939453125
0.000437248,-0.02288818359375,-0.00762939453125
0.000438272,-0.0152587890625,-0.00762939453125
0.000439296,0.0,-0.00762939453125
0.00044032,-0.00762939453125,-0.00762939453125
0.000441344,0.02288818359375,-0.00762939453125
0.000442368,-0.00762939453125,-0.00762939453125
0.000443392,-0.00762939453125,-0.00762939453125
0.000444416,0.0152587890625,-0.00762939453125
0.00044544,-0.0152587890625,-0.00762939453125
0.000446464,0.0,-0.00762939453125
0.000447488,0.0152587890625,-0.00762939453125
0.000448512,-0.0152587890625,-0.00762939453125
0.000449536,0.00762939453125,-0.00762939453125
0.00045056,-0.0152587890625,-0.00762939453125
0.000451584,0.0,-0.00762939453125
0.000452608,0.0,-0.00762939453125
0.000453632,-0.02288818359375,-0.00762939453125
0.000454656,-0.02288818359375,-0.00762939453125
0.00045568,0.0152587890625,-0.00762939453125
0.000456704,-0.02288818359375,-0.00762939453125
0.000457728,0.030517578125,-0.00762939453125
0.000458752,-0.0152587890625,-0.00762939453125
0.000459776,0.0,-0.00762939453125
0.0004608,0.0152587890625,-0.00762939453125
0.000461824,-0.0152587890625,-0.00762939453125
0.000462848,0.0152587890625,-0.00762939453125
0.000463872,0.0,-0.00762939453125
0.000464896,0.00762939453125,-0.00762939453125
0.00046592,0.00762939453125,-0.00762939453125
0.000466944,0.0152587890625,-0.00762939453125
0.000467968,-0.030517578125,-0.00762939453125
0.000468992,0.00762939453125,-0.00762939453125
0.000470016,-0.0152587890625,-0.00762939453125
0.00047104,-0.02288818359375,-0.00762939453125
0.000472064,0.0152587890625,-0.00762939453125
0.000473088,-0.02288818359375,-0.00762939453125
0.000474112,0.02288818359375,-0.00762939453125
0.000475136,-0.02288818359375,-0.00762939453125
0.00047616,0.00762939453125,-0.00762939453125
0.000477184,-0.0152587890625,-0.00762939453125
0.000478208,0.00762939453125,-0.00762939453125
0.000479232,0.0152587890625,-0.00762939453125
0.000480256,-0.00762939453125,-0.00762939453125
0.00048128,0.00762939453125,-0.00762939453125
0.000482304,-0.02288818359375,-0.00762939453125
0.000483328,-0.0152587890625,-0.00762939453125
0.000484352,-0.0152587890625,-0.00762939453125
0.000485376,-0.030517578125,-0.00762939453125
0.0004864,-0.00762939453125,-0.00762939453125
0.000487424,-0.00762939453125,-0.00762939453125
0.000488448,-0.00762939453125,-0.00762939453125
0.000489472,0.00762939453125,-0.00762939453125
0.000490496,-0.00762939453125,-0.00762939453125
0.00049152,0.0,-0.00762939453125
0.000492544,0.00762939453125,-0.00762939453125
0.000493568,0.0152587890625,-0.00762939453125
0.000494592,-0.02288818359375,-0.00762939453125
0.000495616,0.00762939453125,-0.00762939453125
0.00049664,0.00762939453125,-0.00762939453125
0.000497664,0.0,-0.00762939453125
0.000498688,-0.0152587890625,-0.00762939453125
0.000499712,-0.0152587890625,-0.00762939453125
0.000500736,-0.02288818359375,-0.00762939453125
0.00050176,-0.030517578125,-0.00762939453125
0.000502784,0.02288818359375,-0.00762939453125
0.000503808,-0.0152587890625,-0.00762939453125
0.000504832,-0.00762939453125,-0.00762939453125
0.000505856,-0.00762939453125,-0.00762939453125
0.00050688,0.0,-0.00762939453125
0.000507904,0.0152587890625,-0.00762939453125
0.000508928,-0.02288818359375,0.0
0.000509952,0.02288818359375,-0.00762939453125
0.000510976,0.0,-0.00762939453125
0.000512,0.0152587890625,-0.00762939453125
0.000513024,-0.00762939453125,-0.00762939453125
0.000514048,0.0,-0.00762939453125
0.000515072,0.0,-0.00762939453125
0.000516096,-0.00762939453125,-0.00762939453125
0.00051712,-0.02288818359375,-0.00762939453125
0.000518144,0.0,-0.00762939453125
0.000519168,-0.0152587890625,-0.00762939453125
0.000520192,-0.00762939453125,-0.00762939453125
0.000521216,0.00762939453125,-0.00762939453125
0.00052224,-0.0152587890625,-0.00762939453125
0.000523264,0.0,-0.00762939453125
0.000524288,0.00762939453125,-0.00762939453125
0.000525312,0.0,-0.00762939453125
0.000526336,0.02288818359375,-0.00762939453125
0.00052736,-0.0152587890625,-0.00762939453125
0.000528384,0.02288818359375,-0.00762939453125
0.000529408,0.0,-0.00762939453125
0.000530432,0.0,-0.00762939453125
0.000531456,-0.00762939453125,0.0
0.00053248,-0.0152587890625,-0.00762939453125
0.000533504,-0.02288818359375,-0.00762939453125
0.000534528,0.0152587890625,-0.00762939453125
0.000535552,-0.0152587890625,-0.00762939453125
0.000536576,0.0,-0.00762939453125
0.0005376,0.00762939453125,-0.00762939453125
0.000538624,0.00762939453125,-0.00762939453125
0.000539648,0.00762939453125,-0.00762939453125
0.000540672,-0.02288818359375,-0.00762939453125
0.000541696,0.0,-0.00762939453125
0.00054272,0.00762939453125,-0.00762939453125
0.000543744,0.0152587890625,-0.00762939453125
0.000544768,-0.02288818359375,-0.00762939453125
0.000545792,0.03814697265625,-0.00762939453125
0.000546816,-0.02288818359375,-0.00762939453125
0.00054784,-0.02288818359375,-0.00762939453125
0.000548864,-0.030517578125,-0.00762939453125
0.000549888,0.00762939453125,-0.00762939453125
0.000550912,-0.00762939453125,-0.00762939453125
0.000551936,-0.02288818359375,-0.00762939453125
0.00055296,0.0152587890625,-0.00762939453125
0.000553984,-0.02288818359375,-0.00762939453125
0.000555008,0.0152587890625,-0.00762939453125
0.000556032,-0.02288818359375,-0.00762939453125
0.000557056,-0.00762939453125,-0.00762939453125
0.00055808,0.0,-0.00762939453125
0.000559104,0.00762939453125,-0.00762939453125
0.000560128,-0.02288818359375,-0.00762939453125
0.000561152,0.0457763671875,-0.00762939453125
0.000562176,-0.0457763671875,-0.00762939453125
0.0005632,0.02288818359375,-0.00762939453125
0.000564224,-0.02288818359375,-0.00762939453125
0.000565248,0.0,-0.00762939453125
0.000566272,-0.0152587890625,-0.00762939453125
0.000567296,-0.00762939453125,-0.00762939453125
0.00056832,-0.00762939453125,-0.00762939453125
0.000569344,0.0,-0.00762939453125
0.000570368,0.00762939453125,-0.00762939453125
0.000571392,-0.00762939453125,-0.00762939453125
0.000572416,0.0,-0.00762939453125
0.00057344,0.0,-0.00762939453125
0.000574464,0.00762939453125,-0.00762939453125
0.000575488,-0.02288818359375,-0.00762939453125
0.000576512,0.02288818359375,-0.00762939453125
0.000577536,-0.02288818359375,-0.00762939453125
0.00057856,0.0152587890625,-0.00762939453125
0.000579584,-0.00762939453125,-0.00762939453125
0.000580608,-0.00762939453125,-0.00762939453125
0.000581632,-0.00762939453125,-0.00762939453125
0.000582656,-0.0152587890625,-0.00762939453125
0.00058368,-0.02288818359375,-0.00762939453125
0.000584704,0.0152587890625,-0.00762939453125
0.000585728,-0.030517578125,-0.00762939453125
0.000586752,0.00762939453125,-0.00762939453125
0.000587776,-0.0152587890625,-0.00762939453125
0.0005888,-0.02288818359375,-0.00762939453125
0.000589824,0.00762939453125,-0.00762939453125
0.000590848,0.0,-0.00762939453125
0.000591872,0.00762939453125,-0.00762939453125
0.000592896,0.00762939453125,-0.00762939453125
0.00059392,-0.02288818359375,-0.00762939453125
0.000594944,0.03814697265625,-0.00762939453125
0.000595968,-0.02288818359375,-0.00762939453125
0.000596992,0.0152587890625,-0.00762939453125
0.000598016,-0.0457763671875,-0.00762939453125
0.00059904,0.0152587890625,0.0
0.000600064,-0.05340576171875,-0.00762939453125
0.000601088,0.03814697265625,-0.00762939453125
0.000602112,-0.02288818359375,-0.00762939453125
0.000603136,0.02288818359375,-0.00762939453125
0.00060416,-0.030517578125,-0.00762939453125
0.000605184,0.0152587890625,-0.00762939453125
0.000606208,-0.030517578125,-0.00762939453125
0.000607232,0.030517578125,-0.00762939453125
0.000608256,-0.00762939453125,-0.00762939453125
0.00060928,0.00762939453125,-0.00762939453125
0.000610304,0.0,-0.00762939453125
0.000611328,0.00762939453125,-0.00762939453125
0.000612352,-0.02288818359375,-0.00762939453125
0.000613376,0.0152587890625,-0.00762939453125
0.0006144,-0.030517578125,-0.00762939453125
0.000615424,0.0,-0.00762939453125
0.000616448,-0.0152587890625,-0.00762939453125
0.000617472,-0.02288818359375,-0.00762939453125
0.000618496,0.0,-0.00762939453125
0.00061952,-0.00762939453125,-0.00762939453125
0.000620544,0.0152587890625,-0.00762939453125
0.000621568,-0.02288818359375,-0.00762939453125
0.000622592,0.030517578125,-0.00762939453125
0.000623616,-0.02288818359375,-0.00762939453125
0.00062464,0.0,-0.00762939453125
